Date,USSWAP2Y,USGOVT2Y
7/27/2021,0.2764,0.2055
7/28/2021,0.2773,0.2025
7/29/2021,0.2793,0.2055
7/30/2021,0.2608,0.1858
8/2/2021,0.2528,0.1732
8/3/2021,0.2484,0.1713
8/4/2021,0.2633,0.1822
8/5/2021,0.2861,0.2
8/6/2021,0.3029,0.2102
8/9/2021,0.3094,0.2213
8/10/2021,0.3248,0.2394
8/11/2021,0.3036,0.2196
8/12/2021,0.3124,0.2237
8/13/2021,0.3014,0.2091
8/16/2021,0.3003,0.2112
8/17/2021,0.3103,0.2153
8/18/2021,0.3097,0.2165
8/19/2021,0.3158,0.2206
8/20/2021,0.3168,0.2261
8/23/2021,0.313,0.2252
8/24/2021,0.3218,0.2233
8/25/2021,0.3223,0.2396
8/26/2021,0.3284,0.2416
8/27/2021,0.3076,0.2171
8/30/2021,0.2967,0.2023
8/31/2021,0.2999,0.2103
9/1/2021,0.3028,0.2104
9/2/2021,0.2988,0.2076
9/3/2021,0.2964,0.2071
9/6/2021,0.2957,0.2071
9/7/2021,0.3089,0.221
9/8/2021,0.311,0.2172
9/9/2021,0.3099,0.2134
9/10/2021,0.3194,0.2137
9/13/2021,0.3143,0.2139
9/14/2021,0.3112,0.208
9/15/2021,0.3174,0.2121
9/16/2021,0.3291,0.2213
9/17/2021,0.3347,0.2237
9/20/2021,0.3267,0.2168
9/21/2021,0.3285,0.2159
9/22/2021,0.353,0.2373
9/23/2021,0.3808,0.2618
9/24/2021,0.3882,0.2705
9/27/2021,0.395,0.2789
9/28/2021,0.3918,0.3029
9/29/2021,0.3773,0.2912
9/30/2021,0.3897,0.2883
